Crop_Year,ANNUAL,Jul-Oct,Nov-Mar,Apr-Jun,Total_Avg,State_Name
1940,1192.8,248.775,23.475,1077,99.4,Madhya Pradesh
1941,828.1,152.775,30.175,726.8,69.00833333,Madhya Pradesh
1942,1508.3,296.275,34.375,1350.3,125.6916667,Madhya Pradesh
1943,1382.5,276.35,24.825,1165.7,115.2083333,Madhya Pradesh
1944,1427.1,278.55,13.8,1166.8,118.925,Madhya Pradesh
1945,1286.2,244.975,6.35,1178.2,107.1833333,Madhya Pradesh
1946,1494.5,246.325,48.625,1298.7,124.5416667,Madhya Pradesh
1947,1419.6,306.35,19.8,1287.5,118.3,Madhya Pradesh
1948,1430.5,263.1,30.3,1219,119.2083333,Madhya Pradesh
1949,1235.4,268.65,10.8,1064.3,102.95,Madhya Pradesh
1950,1177.9,249.225,15.775,1059.1,98.15833333,Madhya Pradesh
1951,1175.4,231.425,7.05,1028.4,97.95,Madhya Pradesh
1952,1155.4,228.125,6.3,1100.6,96.28333333,Madhya Pradesh
1953,1007,233.35,7.35,959.8,83.91666667,Madhya Pradesh
1954,1076.5,239.25,18.625,1031.8,89.70833333,Madhya Pradesh
1955,1420.9,275.65,4.9,1219.4,118.4083333,Madhya Pradesh
1956,1515.9,299.675,24.3,1313.3,126.325,Madhya Pradesh
1957,1000.8,207.35,6.4,884.1,83.4,Madhya Pradesh
1958,1171.5,263.9,14.125,1011.8,97.625,Madhya Pradesh
1959,1302.2,282,11.8,1147.7,108.5166667,Madhya Pradesh
1960,1252,264.775,10.25,1067.4,104.3333333,Madhya Pradesh
1961,1598.7,346.6,14.275,1453.7,133.225,Madhya Pradesh
1962,1068.4,220.95,18.35,937.9,89.03333333,Madhya Pradesh
1963,1120.2,227.525,4.3,1030.1,93.35,Madhya Pradesh
1964,1187.3,260.1,1.65,1150.6,98.94166667,Madhya Pradesh
1965,697.9,146.575,6.55,643.5,58.15833333,Madhya Pradesh
1966,849.3,142.15,10.75,777,70.775,Madhya Pradesh
1967,1407.8,286.375,33.725,1258.3,117.3166667,Madhya Pradesh
1968,973.7,202.25,3.125,890.4,81.14166667,Madhya Pradesh
1969,1241.9,286.125,30.8,1186.3,103.4916667,Madhya Pradesh
1970,1342.3,250.975,10.725,1198.5,111.8583333,Madhya Pradesh
1971,1518.8,266.075,2.7,1309.9,126.5666667,Madhya Pradesh
1972,1038.2,232.4,17.85,958.3,86.51666667,Madhya Pradesh
1973,1252.4,289.375,3.65,1130.5,104.3666667,Madhya Pradesh
1974,971.2,213.625,7.1,876.9,80.93333333,Madhya Pradesh
1975,1434.3,301.525,4,1302.5,119.525,Madhya Pradesh
1976,1055.7,227.75,7.025,995.3,87.975,Madhya Pradesh
1977,1372.2,247.575,41.85,1204.4,114.35,Madhya Pradesh
1978,1392.5,247.675,38.5,1191.8,116.0416667,Madhya Pradesh
1979,809.7,135.25,19.075,633.9,67.475,Madhya Pradesh
1980,1369.1,266.5,12.075,1313.7,114.0916667,Madhya Pradesh
1981,1036.1,201.725,30.175,954.9,86.34166667,Madhya Pradesh
1982,1297.2,261.05,11.65,1114.9,108.1,Madhya Pradesh
1983,1275.5,283,23.85,1165.2,106.2916667,Madhya Pradesh
1984,1110.7,230.275,12.6,997.6,92.55833333,Madhya Pradesh
1985,1115.3,240.625,27.675,960.2,92.94166667,Madhya Pradesh
1986,1029.2,164.175,31.2,829.4,85.76666667,Madhya Pradesh
1987,1116.1,237.875,11.3,915.4,93.00833333,Madhya Pradesh
1988,1069.5,207.3,0.65,1008.3,89.125,Madhya Pradesh
1989,921,170.825,14.25,872.2,76.75,Madhya Pradesh
1990,1379.9,247.25,4.7,1266.9,114.9916667,Madhya Pradesh
1991,1016.8,219.95,1.25,973.4,84.73333333,Madhya Pradesh
1992,1051.1,251.15,3.075,1035.1,87.59166667,Madhya Pradesh
1993,1118.8,244.65,5.075,1062.5,93.23333333,Madhya Pradesh
1994,1533.8,309.4,8.35,1477.5,127.8166667,Madhya Pradesh
1995,1032.3,212.775,17.475,926.9,86.025,Madhya Pradesh
1996,986.7,214.55,1,878.1,82.225,Madhya Pradesh
1997,1357,266.9,53.6,1101.1,113.0833333,Madhya Pradesh
1998,1013.4,207,14.025,892.1,84.45,Madhya Pradesh
1999,1443.9,323.475,0.025,1337.4,120.325,Madhya Pradesh
2000,874.3,174.775,0.775,864.9,72.85833333,Madhya Pradesh
2001,1170.1,218.175,8.1,1018.2,97.50833333,Madhya Pradesh
2002,950,202.925,16.775,862.2,79.16666667,Madhya Pradesh
2003,1438,312.7,5.9,1350.2,119.8333333,Madhya Pradesh
2004,955.3,179.325,12.475,900.2,79.60833333,Madhya Pradesh
2005,1366.4,269.95,1.1,1216.1,113.8666667,Madhya Pradesh
2006,943.3,197.3,12.15,832.6,78.60833333,Madhya Pradesh
2007,653.7,125.9,7.45,575.3,54.475,Madhya Pradesh
2008,1003.2,167.5,4.8,962.2,83.6,Madhya Pradesh
2009,944,196.625,27.875,752.8,78.66666667,Madhya Pradesh
2010,960.6,218.05,4.175,907,80.05,Madhya Pradesh
2011,1275.2,232.025,10.025,1259.4,106.2666667,Madhya Pradesh
2012,1053.2,233.975,12.975,990.9,87.76666667,Madhya Pradesh
2013,1521.9,284.8,20.825,1326.9,126.825,Madhya Pradesh
2014,925,177.8,15.775,746.6,77.08333333,Madhya Pradesh
2015,939.2,161.025,1.575,745.1,78.26666667,Madhya Pradesh
1901,554.3,120.075,1.05,524,46.19166667,Gujarat Region
1902,864,203.075,3.45,842.8,72,Gujarat Region
1903,887.7,210.875,2.85,868.2,73.975,Gujarat Region
1904,492.6,102.675,0.525,453,41.05,Gujarat Region
1905,811.5,197.225,3.25,807.6,67.625,Gujarat Region
1906,890.5,174.825,3.95,870.9,74.20833333,Gujarat Region
1907,996.9,226.725,1.375,979.3,83.075,Gujarat Region
1908,1027.5,238.55,0.15,1020.7,85.625,Gujarat Region
1909,977.8,200.75,1.525,962,81.48333333,Gujarat Region
1910,974.6,174.125,4.575,936,81.21666667,Gujarat Region
1911,403.5,54.575,1,375.8,33.625,Gujarat Region
1912,1118.6,242.125,11.025,1060,93.21666667,Gujarat Region
1913,1162.6,196.025,1.025,1147.5,96.88333333,Gujarat Region
1914,1107.5,217.475,3.85,1083.7,92.29166667,Gujarat Region
1915,567.3,102.55,0.75,426.6,47.275,Gujarat Region
1916,952.9,203.3,2.95,907.5,79.40833333,Gujarat Region
1917,1524.9,321.675,0.1,1179.8,127.075,Gujarat Region
1918,392.7,85.425,1.675,379.3,32.725,Gujarat Region
1919,1067.4,232.05,16.375,1005.2,88.95,Gujarat Region
1920,708.8,102.55,0.2,599.5,59.06666667,Gujarat Region
1921,1172.7,285.15,0.575,1171.3,97.725,Gujarat Region
1922,878.6,185.225,2.5,866.8,73.21666667,Gujarat Region
1923,553.2,133.825,0.35,537,46.1,Gujarat Region
1924,909.6,196,0.25,880.3,75.8,Gujarat Region
1925,593,73.925,3.325,559.9,49.41666667,Gujarat Region
1926,1274.4,309.075,1.25,1256.4,106.2,Gujarat Region
1927,1422.1,310.65,8.325,1355.8,118.5083333,Gujarat Region
1928,821,187.775,5.025,783,68.41666667,Gujarat Region
1929,676.3,133.05,3.6,648.6,56.35833333,Gujarat Region
1930,894.6,182.475,0.25,841.9,74.55,Gujarat Region
1931,1104.5,269.7,1.375,983.7,92.04166667,Gujarat Region
1932,906.6,211.475,1.15,873.7,75.55,Gujarat Region
1933,1137,239.375,2.35,1060.6,94.75,Gujarat Region
1934,979.5,185.275,6.225,959.9,81.625,Gujarat Region
1935,757,166.225,0.55,733.1,63.08333333,Gujarat Region
1936,609.2,90.85,14.125,551.5,50.76666667,Gujarat Region
1937,1203,233.3,1.25,1190.6,100.25,Gujarat Region
1938,814.7,133.45,0.275,768.6,67.89166667,Gujarat Region
1939,605.6,142.125,4.575,597.5,50.46666667,Gujarat Region
1940,870,165.35,10.05,722.6,72.5,Gujarat Region
1941,961.7,225.9,4.025,942.9,80.14166667,Gujarat Region
1942,1186.6,257.875,0.1,1161.6,98.88333333,Gujarat Region
1943,912.8,189.975,0.825,850.1,76.06666667,Gujarat Region
1944,1340.4,304.425,1.75,1310.9,111.7,Gujarat Region
1945,1276.8,276.575,0.525,1264.6,106.4,Gujarat Region
1946,1147.6,216.75,10.075,1099.3,95.63333333,Gujarat Region
1947,783.3,183.7,3.6,731.9,65.275,Gujarat Region
1948,473.8,92.45,6.45,417.2,39.48333333,Gujarat Region
1949,800.4,190.025,0.625,771.8,66.7,Gujarat Region
1950,1129.3,279.375,0,1125.9,94.10833333,Gujarat Region
1951,478.4,100.6,1.9,454.1,39.86666667,Gujarat Region
1952,776.4,159.375,3.15,774.5,64.7,Gujarat Region
1953,1055.4,224.6,0.625,1041,87.95,Gujarat Region
1954,1247.9,280.775,0.775,1205.5,103.9916667,Gujarat Region
1955,975.5,216.55,0.05,919.8,81.29166667,Gujarat Region
1956,1366.7,308.375,1.475,1229,113.8916667,Gujarat Region
1957,647.8,119.85,2.35,623.6,53.98333333,Gujarat Region
1958,1123.3,251.675,2.525,1063.2,93.60833333,Gujarat Region
1959,1560.6,363.425,1.575,1430.1,130.05,Gujarat Region
1960,649.6,127.075,0.175,633.3,54.13333333,Gujarat Region
1961,945,213.375,0.025,927.6,78.75,Gujarat Region
1962,773,176.725,3.3,756.2,64.41666667,Gujarat Region
1963,997.7,223.975,8.4,935.3,83.14166667,Gujarat Region
1964,892.7,195.6,1.85,888.1,74.39166667,Gujarat Region
1965,656.8,158.35,0.675,643.6,54.73333333,Gujarat Region
1966,696.5,143.075,0.1,694.6,58.04166667,Gujarat Region
1967,938.6,185.525,5.375,873.8,78.21666667,Gujarat Region
1968,667.9,158.075,0.075,655.9,55.65833333,Gujarat Region
1969,788.9,169.45,2.9,778.3,65.74166667,Gujarat Region
1970,1353.9,271.15,0.025,1341.4,112.825,Gujarat Region
1971,769.2,146.9,0.525,758.8,64.1,Gujarat Region
1972,503.7,103,0.225,499.7,41.975,Gujarat Region
1973,1159.7,265,0.025,1150.2,96.64166667,Gujarat Region
1974,421.3,86.45,0.375,329.3,35.10833333,Gujarat Region
1975,1192.6,258.95,0.8,1143.6,99.38333333,Gujarat Region
1976,1620.1,304.125,15.425,1558.8,135.0083333,Gujarat Region
1977,1307.6,242.2,2.5,1278.3,108.9666667,Gujarat Region
1978,935.8,186.2,9.425,894.2,77.98333333,Gujarat Region
1979,904.4,168.325,23.25,794.1,75.36666667,Gujarat Region
1980,822.1,135.65,4.825,803.1,68.50833333,Gujarat Region
1981,1114.2,242.5,7.75,1040.6,92.85,Gujarat Region
1982,758.2,143.25,24.175,606.2,63.18333333,Gujarat Region
1983,1214,268.825,0,1124.7,101.1666667,Gujarat Region
1984,853.7,191.7,0.425,846.3,71.14166667,Gujarat Region
1985,589.7,142.95,0.075,462.4,49.14166667,Gujarat Region
1986,501.9,79.65,0.5,497.1,41.825,Gujarat Region
1987,401.8,77.275,5.475,375.2,33.48333333,Gujarat Region
1988,1097.4,255.05,0.325,1083.7,91.45,Gujarat Region
1989,822.9,177.25,0.825,819.9,68.575,Gujarat Region
1990,1118.3,248.575,2.15,1057.3,93.19166667,Gujarat Region
1991,672.7,154.1,0.375,672,56.05833333,Gujarat Region
1992,901,191,1.05,877.7,75.08333333,Gujarat Region
1993,941.3,201.2,2.175,908,78.44166667,Gujarat Region
1994,1534.5,301.6,0.575,1525.1,127.875,Gujarat Region
1995,684.2,168.075,0.5,657.9,57.01666667,Gujarat Region
1996,902.7,194.425,0.2,878.3,75.225,Gujarat Region
1997,1069,176.025,0.475,1051.3,89.08333333,Gujarat Region
1998,1070,238.5,1.6,966.7,89.16666667,Gujarat Region
1999,568.6,100.3,0.025,489.6,47.38333333,Gujarat Region
2000,550.5,111.95,2.425,510.6,45.875,Gujarat Region
2001,849,155.875,1.075,811.5,70.75,Gujarat Region
2002,637.2,99.65,1.575,632.2,53.1,Gujarat Region
2003,1160.2,236.175,0,1152.2,96.68333333,Gujarat Region
2004,1005.8,216.475,0,979.1,83.81666667,Gujarat Region
2005,1316.3,237.175,0,1314.7,109.6916667,Gujarat Region
2006,1478,337.65,0.85,1464.9,123.1666667,Gujarat Region
2007,1179,270.7,0.35,1176.7,98.25,Gujarat Region
2008,911.1,211.825,0.6,893.9,75.925,Gujarat Region
2009,641.5,154.025,2.075,605.7,53.45833333,Gujarat Region
2010,1088.7,247,10.35,1035,90.725,Gujarat Region
2011,890.3,218.45,0.025,889.8,74.19166667,Gujarat Region
2012,713.9,169.85,0.225,706.7,59.49166667,Gujarat Region
2013,1118.4,239.25,1.475,1059.6,93.2,Gujarat Region
2014,705.7,171.125,0.775,692.8,58.80833333,Gujarat Region
2015,623,121.925,0.55,606.1,51.91666667,Gujarat Region
1901,181.3,41.525,0.2,171.4,15.10833333,Saurashtra And Kutch
1902,401,94.575,1.775,391.2,33.41666667,Saurashtra And Kutch
1903,522.8,126.75,1.8,506.4,43.56666667,Saurashtra And Kutch
1904,185.7,37.45,1.05,159,15.475,Saurashtra And Kutch
1905,289.9,70,7.275,286,24.15833333,Saurashtra And Kutch
1906,540.4,96.175,5.075,495.7,45.03333333,Saurashtra And Kutch
1907,509.5,104.525,0.9,487.1,42.45833333,Saurashtra And Kutch
1908,527.9,123.525,0.925,524.3,43.99166667,Saurashtra And Kutch
1909,586.4,117.95,1.75,569.2,48.86666667,Saurashtra And Kutch
1910,549.8,96.15,0.425,544.8,45.81666667,Saurashtra And Kutch
1911,140.3,15.025,0.15,102,11.69166667,Saurashtra And Kutch
1912,652.6,146.275,0.85,645,54.38333333,Saurashtra And Kutch
1913,751.8,134.45,2.475,750.3,62.65,Saurashtra And Kutch
1914,577.3,99.2,1.675,553.9,48.10833333,Saurashtra And Kutch
1915,245.8,47.925,0.05,176,20.48333333,Saurashtra And Kutch
1916,495.9,118.05,0.9,463.9,41.325,Saurashtra And Kutch
1917,886.7,185.8,0,616.1,73.89166667,Saurashtra And Kutch
1918,117.7,25.7,1.875,112.4,9.808333333,Saurashtra And Kutch
1919,445.1,99.85,7.075,406,37.09166667,Saurashtra And Kutch
1920,490,53.525,0,451.8,40.83333333,Saurashtra And Kutch
1921,598,147.3,0.05,595.2,49.83333333,Saurashtra And Kutch
1922,334.7,72.65,3.425,330.3,27.89166667,Saurashtra And Kutch
1923,204.9,47.075,0.025,189.5,17.075,Saurashtra And Kutch
1924,310.6,65.575,0.1,303.1,25.88333333,Saurashtra And Kutch
1925,340.7,29.175,4.45,317.1,28.39166667,Saurashtra And Kutch
1926,901.5,215.25,2.2,869.2,75.125,Saurashtra And Kutch
1927,639.5,141.9,2.3,598.1,53.29166667,Saurashtra And Kutch
1928,426.9,102.75,3.85,388.8,35.575,Saurashtra And Kutch
1929,421.7,87.7,6.975,382.8,35.14166667,Saurashtra And Kutch
1930,450.2,79.7,0.225,425.8,37.51666667,Saurashtra And Kutch
1931,329.7,78.775,0.625,263.1,27.475,Saurashtra And Kutch
1932,492.4,119,1.125,457.2,41.03333333,Saurashtra And Kutch
1933,758,143.75,0.6,628.7,63.16666667,Saurashtra And Kutch
1934,398.3,58,3.875,392.7,33.19166667,Saurashtra And Kutch
1935,524,116.2,0.9,504.7,43.66666667,Saurashtra And Kutch
1936,371.1,54.925,8.9,334.1,30.925,Saurashtra And Kutch
1937,533.6,99.475,4.025,506.8,44.46666667,Saurashtra And Kutch
1938,345.9,48.55,2.225,320.2,28.825,Saurashtra And Kutch
1939,179.4,39.4,3.875,162.5,14.95,Saurashtra And Kutch
1940,356.6,49.65,7.1,307.9,29.71666667,Saurashtra And Kutch
1941,401.8,95.15,6,392.2,33.48333333,Saurashtra And Kutch
1942,342.2,75.225,0.075,314.1,28.51666667,Saurashtra And Kutch
1943,526.6,113.4,0.25,499.9,43.88333333,Saurashtra And Kutch
1944,717.6,159.825,2.825,708.9,59.8,Saurashtra And Kutch
1945,633.1,125.275,0.1,621.2,52.75833333,Saurashtra And Kutch
1946,473.3,80.725,2.2,458.3,39.44166667,Saurashtra And Kutch
1947,558.8,123.3,2.05,492.2,46.56666667,Saurashtra And Kutch
1948,247.6,50.175,6.25,180.1,20.63333333,Saurashtra And Kutch
1949,542.2,131.9,0.125,537.6,45.18333333,Saurashtra And Kutch
1950,473.6,117.575,0,473.4,39.46666667,Saurashtra And Kutch
1951,285.1,55.825,4.775,263,23.75833333,Saurashtra And Kutch
1952,400.9,79.75,1.875,396.7,33.40833333,Saurashtra And Kutch
1953,706.5,158.275,0.75,698.4,58.875,Saurashtra And Kutch
1954,599.8,135.825,0.5,590,49.98333333,Saurashtra And Kutch
1955,385.1,89.15,0.225,374.6,32.09166667,Saurashtra And Kutch
1956,739,163.4,0.975,675.9,61.58333333,Saurashtra And Kutch
1957,398.5,74.4,5.075,374.8,33.20833333,Saurashtra And Kutch
1958,551.7,122.3,3.6,498.1,45.975,Saurashtra And Kutch
1959,1020.9,236.25,1.175,894.7,85.075,Saurashtra And Kutch
1960,337.2,52.075,2,330.2,28.1,Saurashtra And Kutch
1961,753,153.025,0.05,725.9,62.75,Saurashtra And Kutch
1962,371.8,82.675,3.35,354.4,30.98333333,Saurashtra And Kutch
1963,379.1,79.475,8.225,297.5,31.59166667,Saurashtra And Kutch
1964,539.5,108.05,1.375,537.6,44.95833333,Saurashtra And Kutch
1965,421.2,102.925,0.575,413,35.1,Saurashtra And Kutch
1966,326.5,62.825,0.025,325.4,27.20833333,Saurashtra And Kutch
1967,738.4,139.875,6.925,665.8,61.53333333,Saurashtra And Kutch
1968,314.6,74.85,0.2,305.3,26.21666667,Saurashtra And Kutch
1969,290,59.75,1.7,282.9,24.16666667,Saurashtra And Kutch
1970,835.6,189.225,0.1,809.5,69.63333333,Saurashtra And Kutch
1971,513.7,91,0.875,510.1,42.80833333,Saurashtra And Kutch
1972,222.1,32.825,0.225,217.9,18.50833333,Saurashtra And Kutch
1973,390.3,84.525,0,381.9,32.525,Saurashtra And Kutch
1974,184.7,39.425,0.275,144.2,15.39166667,Saurashtra And Kutch
1975,682,145.025,0.275,578.1,56.83333333,Saurashtra And Kutch
1976,625.5,123.275,6.9,594.5,52.125,Saurashtra And Kutch
1977,564.1,96.65,2.125,546.6,47.00833333,Saurashtra And Kutch
1978,488.5,73.825,8.975,443.1,40.70833333,Saurashtra And Kutch
1979,955.5,179.475,22.8,849.1,79.625,Saurashtra And Kutch
1980,635.9,76.225,2.35,626.6,52.99166667,Saurashtra And Kutch
1981,705,142.65,21.775,583.7,58.75,Saurashtra And Kutch
1982,401.2,67.1,26.75,272.9,33.43333333,Saurashtra And Kutch
1983,758.5,136.55,0,736.1,63.20833333,Saurashtra And Kutch
1984,443.7,96.5,0,443.7,36.975,Saurashtra And Kutch
1985,298.8,70.425,0,251.6,24.9,Saurashtra And Kutch
1986,298.5,32.05,0.025,296,24.875,Saurashtra And Kutch
1987,92.5,13.525,1.625,85.5,7.708333333,Saurashtra And Kutch
1988,752.3,184.6,0.45,750.3,62.69166667,Saurashtra And Kutch
1989,498.1,90.4,0.575,493.1,41.50833333,Saurashtra And Kutch
1990,407.9,91.3,0.3,379.3,33.99166667,Saurashtra And Kutch
1991,218.8,51.3,0.575,218.4,18.23333333,Saurashtra And Kutch
1992,600.7,138.325,1.625,588.9,50.05833333,Saurashtra And Kutch
1993,312.6,61.3,5.175,256.2,26.05,Saurashtra And Kutch
1994,872.8,193.1,0,871.6,72.73333333,Saurashtra And Kutch
1995,374.1,92.725,0.1,350,31.175,Saurashtra And Kutch
1996,374.4,59.2,0.2,334.9,31.2,Saurashtra And Kutch
1997,600.2,101.425,0,593.7,50.01666667,Saurashtra And Kutch
1998,566.8,114.025,3.35,415.2,47.23333333,Saurashtra And Kutch
1999,380.8,44.125,0,144.2,31.73333333,Saurashtra And Kutch
2000,286,69.4,0.025,280.9,23.83333333,Saurashtra And Kutch
2001,510.2,84.05,0,501.5,42.51666667,Saurashtra And Kutch
2002,308,35.2,0.3,307,25.66666667,Saurashtra And Kutch
2003,686.2,154.4,0.05,682.7,57.18333333,Saurashtra And Kutch
2004,482.3,93.375,0,448.6,40.19166667,Saurashtra And Kutch
2005,631.5,107.475,0,629.4,52.625,Saurashtra And Kutch
2006,701.8,158.2,0.7,697.7,58.48333333,Saurashtra And Kutch
2007,890.8,193.325,0.35,885.7,74.23333333,Saurashtra And Kutch
2008,607.9,125.7,2.075,593,50.65833333,Saurashtra And Kutch
2009,596.8,131.8,0.4,592,49.73333333,Saurashtra And Kutch
2010,1119.9,246.075,16.425,1043.7,93.325,Saurashtra And Kutch
2011,742.4,178.725,0.025,739.8,61.86666667,Saurashtra And Kutch
2012,323.8,75.025,0.725,320.1,26.98333333,Saurashtra And Kutch
2013,681.6,135.825,0.075,642.5,56.8,Saurashtra And Kutch
2014,383.9,90.225,0.9,373,31.99166667,Saurashtra And Kutch
2015,441.6,80.125,1.5,429.8,36.8,Saurashtra And Kutch
1901,2792.8,494.875,1.45,2687,232.7333333,Konkan And Goa
1902,2674,536.7,22.675,2500.6,222.8333333,Konkan And Goa
1903,3084.2,599.6,3.55,2728.2,257.0166667,Konkan And Goa
1904,2393.7,350.075,0.05,2285.8,199.475,Konkan And Goa
1905,1682.9,341.975,4.5,1578.1,140.2416667,Konkan And Goa
1906,2418.8,462.925,3.4,2367.5,201.5666667,Konkan And Goa
1907,2766.5,539.45,1.2,2729.5,230.5416667,Konkan And Goa
1908,2735.5,572.15,0.425,2704,227.9583333,Konkan And Goa
1909,2860.5,521.3,1.875,2827.2,238.375,Konkan And Goa
1910,2544,416.75,10.475,2378,212,Konkan And Goa
1911,2134.7,386.4,6.25,2055,177.8916667,Konkan And Goa
1912,2793.2,497.925,24.375,2590.8,232.7666667,Konkan And Goa
1913,2617.5,424.5,0.6,2488.4,218.125,Konkan And Goa
1914,3464.6,684.925,4.875,3424.7,288.7166667,Konkan And Goa
1915,2525.8,409.775,3.275,2346.7,210.4833333,Konkan And Goa
1916,3402.6,610.375,26.125,3069.5,283.55,Konkan And Goa
1917,3430.9,638.325,8.175,2952.9,285.9083333,Konkan And Goa
1918,1867.2,283.05,13.625,1460.4,155.6,Konkan And Goa
1919,2851.8,541.25,11.575,2684,237.65,Konkan And Goa
1920,1924,365.975,0.8,1836.4,160.3333333,Konkan And Goa
1921,2899.2,555.55,3.425,2822.7,241.6,Konkan And Goa
1922,2817.6,483.1,22.925,2665.3,234.8,Konkan And Goa
1923,2770.4,624.15,0.025,2747.7,230.8666667,Konkan And Goa
1924,2444.2,479.325,0.975,2420.9,203.6833333,Konkan And Goa
1925,2305.2,338,12.6,2078.3,192.1,Konkan And Goa
1926,3165.8,706.325,0.325,3092.3,263.8166667,Konkan And Goa
1927,2747,466.65,22.55,2473.4,228.9166667,Konkan And Goa
1928,3172.5,625.425,2.275,3020.8,264.375,Konkan And Goa
1929,2509.3,421.725,5.875,2308.3,209.1083333,Konkan And Goa
1930,2845.8,449.15,2.8,2685.3,237.15,Konkan And Goa
1931,3999.3,894.525,18.3,3464.2,333.275,Konkan And Goa
1932,2962.9,612.25,7.35,2625.2,246.9083333,Konkan And Goa
1933,3343.4,583.275,12.075,2969.8,278.6166667,Konkan And Goa
1934,3272.3,538.425,13.575,3153.5,272.6916667,Konkan And Goa
1935,2542.6,457.6,2.9,2466.4,211.8833333,Konkan And Goa
1936,2783.3,421.525,21.1,2617.2,231.9416667,Konkan And Goa
1937,3191.9,575.075,1.275,2968,265.9916667,Konkan And Goa
1938,3495.5,572.15,6.825,3006.7,291.2916667,Konkan And Goa
1939,2758.6,554.95,8.4,2671.4,229.8833333,Konkan And Goa
1940,3313.7,648.65,11.15,3090.2,276.1416667,Konkan And Goa
1941,1889.7,314,1.875,1797.3,157.475,Konkan And Goa
1942,3279.4,568.025,4.35,3222.7,273.2833333,Konkan And Goa
1943,3251.2,557.925,6.975,2851.3,270.9333333,Konkan And Goa
1944,2952.2,594.325,5.725,2742.7,246.0166667,Konkan And Goa
1945,3244.5,624.225,0.9,3185.2,270.375,Konkan And Goa
1946,3359,586.475,46.425,3086.5,279.9166667,Konkan And Goa
1947,3090.1,650.35,3.85,2948.8,257.5083333,Konkan And Goa
1948,3119.6,583,42.075,2853.6,259.9666667,Konkan And Goa
1949,3213.7,658.15,2.1,2966.4,267.8083333,Konkan And Goa
1950,2929.2,633.825,2.025,2780.3,244.1,Konkan And Goa
1951,2849.3,511.9,9.075,2481.7,237.4416667,Konkan And Goa
1952,2521.9,441.1,0.45,2342.3,210.1583333,Konkan And Goa
1953,3327.7,600.45,0.65,3156,277.3083333,Konkan And Goa
1954,3790.4,795.8,2.225,3715.7,315.8666667,Konkan And Goa
1955,3897.4,763.95,3.625,3537.9,324.7833333,Konkan And Goa
1956,3663.7,663.75,11.5,3240.2,305.3083333,Konkan And Goa
1957,3123.5,610.975,13.45,2951.1,260.2916667,Konkan And Goa
1958,4000.3,724.15,3.725,3886.3,333.3583333,Konkan And Goa
1959,3588.6,692.8,6.275,3319.9,299.05,Konkan And Goa
1960,3027.8,502.45,5.25,2847.8,252.3166667,Konkan And Goa
1961,3921,747.725,0.65,3480.1,326.75,Konkan And Goa
1962,3485.2,702.55,27.275,3196.8,290.4333333,Konkan And Goa
1963,3606.8,747.925,2.925,3494.3,300.5666667,Konkan And Goa
1964,3192.7,619.25,5.675,3009.4,266.0583333,Konkan And Goa
1965,3071.6,539.725,21.475,2967.6,255.9666667,Konkan And Goa
1966,2427.6,470.075,28.1,2206.4,202.3,Konkan And Goa
1967,2752.4,488.2,3.75,2612,229.3666667,Konkan And Goa
1968,2359.3,446.475,2.15,2212.4,196.6083333,Konkan And Goa
1969,3127.3,608.3,6.025,3061.8,260.6083333,Konkan And Goa
1970,3596.6,639.275,0.05,3434.6,299.7166667,Konkan And Goa
1971,2754,413.95,0.25,2627.2,229.5,Konkan And Goa
1972,1873,293.2,6.8,1826.2,156.0833333,Konkan And Goa
1973,2836.2,593.425,0.95,2726.1,236.35,Konkan And Goa
1974,3086.7,624.275,0.025,2766.7,257.225,Konkan And Goa
1975,3515.5,655.925,5.05,3287.8,292.9583333,Konkan And Goa
1976,3062.9,587.575,17.75,2965.1,255.2416667,Konkan And Goa
1977,3103.4,607.25,19.75,2935,258.6166667,Konkan And Goa
1978,2885.5,448.2,13.075,2671.8,240.4583333,Konkan And Goa
1979,2509.2,444.425,19.325,2404,209.1,Konkan And Goa
1980,2724.2,447.2,12.975,2645.8,227.0166667,Konkan And Goa
1981,3124.7,580.325,6.15,3036.1,260.3916667,Konkan And Goa
1982,2698.8,514.075,17.4,2572.6,224.9,Konkan And Goa
1983,3814.5,786.4,3.275,3698.6,317.875,Konkan And Goa
1984,2583.8,462.775,0.8,2460.4,215.3166667,Konkan And Goa
1985,2968.5,485.575,0.625,2737.5,247.375,Konkan And Goa
1986,2127.6,323.675,13.65,2056.3,177.3,Konkan And Goa
1987,2635,495.975,7.375,2429.1,219.5833333,Konkan And Goa
1988,3293,695.325,0,3220.6,274.4166667,Konkan And Goa
1989,2771.4,507.275,0.9,2681.5,230.95,Konkan And Goa
1990,3568,637.775,5.2,3163.2,297.3333333,Konkan And Goa
1991,2954.6,543.3,0.275,2912.1,246.2166667,Konkan And Goa
1992,2840.4,584.6,0.7,2752.4,236.7,Konkan And Goa
1993,3480.8,716.9,3.675,3227.8,290.0666667,Konkan And Goa
1994,3179.8,591.825,1.425,3014.1,264.9833333,Konkan And Goa
1995,2766.1,598.425,1.125,2543,230.5083333,Konkan And Goa
1996,2920.8,595.225,1.175,2670.8,243.4,Konkan And Goa
1997,3027.2,539.3,26.675,2893.4,252.2666667,Konkan And Goa
1998,3234.6,627.3,11.1,2900.6,269.55,Konkan And Goa
1999,2912.1,466.4,0.475,2664.5,242.675,Konkan And Goa
